,rating,title,text,images,asin,parent_asin,user_id,timestamp,helpful_vote,verified_purchase
688546,5.0,Like it a lot,"It gives you a good grip on your Moto G4, it gives good protection and I like the kickstand. I recommend it.",[],B01FG1QDQM,B01FG1QDQM,AFRSRLHE5O4BTVLZFBRUZJRMMMXQ,1482293739000,0,True
701463,1.0,The phone case sucks,I can hear people fine but they can’t hear me unless I talk into the end of the phone (removing phone from my ear and just holding like a microphone and talking into the end). Worst phone case I’ve owned,[],B01MEF8AKM,B01MEF8AKM,AGHPGVSXBY3XB2GG3FNUCYPQRC6A,1514397377001,2,True
707021,4.0,Good protector.,09/06/2017 Good case but I wanted one to fit all around phone front and back. Still a good case for the money. wjc,[],B01FG1QC8G,B01FG1QC8G,AEFQES7D5YBH67DKMHRFLRQF5Z3Q,1504682173008,0,True
741923,3.0,Good Fit & finish,Good Fit & finish,[],B01FG1QF88,B01FG1QF88,AH247HV7PSRF2FCNKAKTZREFDLMQ,1512971454155,0,True
753321,4.0,Four Stars,Great cheap case started to see some staining on the gloss but its a good case.,[],B00QPAQ09E,B00QPAQ09E,AHGCXP5H2F5AESIP4UVDEZCABRAQ,1442773893000,0,True
775588,4.0,Great case,I wish the kickstand allowed access to the volume button side of the phone when standing. Only the power button is accessible. Other than that it's great.,[],B01M04VKFY,B01M04VKFY,AFEOKDOPOF22HM65PXSOJ2OZLP7A,1490454368000,0,True
776187,5.0,Great case for your Moto G4,"This is a fantastic case. It looks good. It does add some amount of bulk to the phone, but not too much, and I don't see that as a problem. It fits well, doesn't block anything, has a nice lip at the front so the screen is protected when the phone is upside down, the volume and power buttons are easy to press. I've only had the case for a few days, but so far I've not found any faults with it. I'll update if anything changes.",[],B01FG1QDQM,B01FG1QDQM,AEBFI4NO57UGN44FGTEMC2KJL2XA,1469052557000,6,True
786639,1.0,One Star,Broke as soon as I put it on didn't like it,[],B017KMR1G6,B017KMR1G6,AFTFW3NQFJF5QXVAGDXGRPGLC7LA,1456846069000,1,True
808416,5.0,I love the weight of this item,I love the weight of this item. Helps me to protect my tablet. Thanks .,[],B00NJ6MNJS,B00NJ6MNJS,AEITDG32FIEXIU2LW5OSIGLWDINQ,1426877636000,0,True
822032,4.0,Four Stars,Work great,[],B00O5IVPYI,B00O5IVPYI,AEHP5NJM25H3DSKFV2R6LFCNCYJQ,1483199951000,0,True
851555,4.0,Works as advertised,Works as advertised. Doesn't add bulk to my phone and allows me to see the ballistic nylon through it.,[],B00QPAQ09E,B00QPAQ09E,AEQ3BPY7TZC5JAGMB6OCBQJ57VYQ,1528334021275,0,True
858890,5.0,I like these cases,"I like these cases, I have the sameone for my Galaxy Mega and after 4 years I broke the corner of the outside case by accident.. it lasted along time so I'm not complaining at all.",[],B019LF8MIQ,B019LF8MIQ,AGK7COF45N2RKO26AXJV3PZLGO2A,1465086619000,2,True
899316,4.0,Great value and protection for  your phone.,"Great bargain, good protection, fits well, and looks good.",[],B019LF8MIQ,B019LF8MIQ,AH5H2KUOCW56RANZBHB67KYLIZUA,1471700136000,0,True
903781,5.0,Great Case!,This case is sturdy comfortable to hold and has a pull out stand to boot!,[],B01FG1QF88,B01FG1QF88,AF7Y4ZC6LUJHK23OLYSSO57RVI5Q,1500642780130,0,True
905295,5.0,Best Case..works great with screen protectors that are sold seperately!,"I absolutely love this case. The material feels sturdy and looks amazing! Not to mention, it fits the phone perfect! Ive had cases that didnt fit exactly like this one does! The kickstand is the reason I picked this particular case. I highly recommend this product!",[],B019LF8MIQ,B019LF8MIQ,AE6VART4ZIWW2GX6Y5X3NLQZKAMA,1495078579000,0,True
914385,1.0,Broke,"Kickstand broke a few days after the return deadline, really dumb. Now the kids have to prop it up which defeats the main purpose for purchasing this. I know, I know - first-world problems.",[],B00NH47Q08,B00NH47Q08,AEEAVL7KG6DPBSBF3U7ZD4YMGZTQ,1477419417000,0,True
937499,1.0,kickstand plastic ilbreaks very easily,Product kickstand broke easily would buy something a little better.,[],B00NH47Q08,B00NH47Q08,AGEZPTGAZFRQ4P5Y737UMP77BSDA,1451966565000,0,True
946258,5.0,Five Stars,Nothing bad to say about this inexpensive case. Works great all round..!,[],B019LF8MIQ,B019LF8MIQ,AGNAWQEME6RTWCMQAAQGWHZMU36Q,1476892270000,0,True
977457,5.0,This case is beautiful and fits perfect,"It was very difficult to find a case that fit my samsung galaxy nook book that was child proof, could not even find one at Barnes and noble. This case is beautiful and fits perfect, like it was made for my tablet",[],B00NJ6OD5A,B00NJ6OD5A,AH32WXTBYAVLZ6MHHDHZQQ2MKUPQ,1427654622000,0,True
998536,3.0,Three Stars,It's ok,[],B016ZZCCZE,B016ZZCCZE,AEFLOYU7K6AO3SGBNLE6B4NUNMKQ,1467073385000,0,True
1059508,5.0,Five Stars,Solid case. Extremely durable,[],B01FG1QC8G,B01FG1QC8G,AH5V5HEXL4RL6BZJCBR63TJKXDXA,1492786594000,0,True
1061511,2.0,Ring goes loose after a week,it was perfect at first. the ring had a good grip. but after a week it loosen up. i try to stand my phone up and it falls immediately because the ring is too loose. it literally dangling around. very disappointed. still finding it hard to remove from my case. hopefully not all rings are like this.,[],B07L9W39BX,B07L9W39BX,AEOJ5LIWHBWA4J43EBOLD6UNWRKA,1559747739275,2,True
1082113,5.0,really waterproof,does what it says. i bring my phone in the shower and it’s never leaked,[],B01MEF8AKM,B01MEF8AKM,AH6K22W6ST36M3HMV33RLO72O6LA,1548290720078,0,True
1103315,3.0,Three Stars,good but it cracked,[],B017KMR1G6,B017KMR1G6,AFG5ZC3WVGXB2GEVWRU4NYFSJO3A,1453736130000,0,True
1112725,2.0,Broken phone in less than a week.,$200 phone has already broken. Don't fall for the high reviews. Go with Otterbox.,[],B01FG1QC8G,B01FG1QC8G,AGDONLMRWKEG3D64WCWEREO2QO3Q,1488298438000,0,True
1152356,5.0,Five Stars,Nice looking case and the kickstand is great. The buttons are all very easy to push. Great fit.,[],B01FG1QDQM,B01FG1QDQM,AH2V4PWX5LSJC52TPJF7VIZMRWHA,1483832067000,0,True
1201697,5.0,Nice case.,"I really like this case, it was easy to put it on but it holds the phone well, protecting it from dings. The & 34;kick stand& 34; is a nice feature and the controls work fine through the case.",[],B01FG1QF88,B01FG1QF88,AFR3GK3NPI3UDDWTQPYBTLCWFYEA,1503498899685,0,True
1207300,4.0,Good,Good,[],B00O5IVPYI,B00O5IVPYI,AFDGRIG5H7OGPDA7EJW7CEYLAN7A,1571881809408,0,True
1216023,4.0,Four Stars,wEFWEFe,[],B01FG1QDQM,B01FG1QDQM,AGDRIJ3ZPHUWDR7YKWKPH5O3FXKA,1485028536000,0,False
1222387,5.0,Phone case not for a motto play,It was the wrong size does not fit a motto play phone.,[],B01FG1QDQM,B01FG1QDQM,AF57FQ6MQES2QEW2EW6ZFKM7J32A,1487873815000,0,True
1225073,5.0,Works great,Fits and looks nice.,[],B00QPAQ09E,B00QPAQ09E,AE7C64UCUT35H36Q45HCDUXBPBUQ,1483088994000,0,True
1245186,3.0,"Doubles profile, two piece cover adds too much bulk for comfort.","The kickstand is great and acts as a secure place to hold the phone as well, giving my pinkey finger a much needed rest. Overall, though, the case is bulky and doubles the profile of the phone. It's already big enough to be uncomfortable in a pocket and, with the case on, it's too thick. The case itself is two separate pieces. One is a rubber cover that is then reinforced by the plastic casing that houses the kickstand. Some will enjoy the rugged appearance and feel, but the profile is much larger than I expected.",[],B01FG1QC8G,B01FG1QC8G,AEG477UDVY7JH5QWSRZ3VDTTYLSA,1516127084948,0,True
1246228,5.0,Buy it.,Allows me to hold it without slipping our of my hand.,[],B019LF8MIQ,B019LF8MIQ,AEXRVGD22WD6AVFG64QFNPNPODMA,1485195206000,0,True
1247613,1.0,Maker replaced defective unit,"Didn't stick to my phone case and didn't rotate as advertised, but i contacted the company and they sent a replacement (which i haven't tried yet.)",[],B07L9W39BX,B07L9W39BX,AFO56DCRG5365DFJWGQVJ5EXQ4ZA,1624237316953,0,True
1250913,5.0,Excellent Mobile Case!,I like this case a lot! Excellent no-slip grip with kickstand and comes with a very nice pen-stylus!,[],B01FG1QC8G,B01FG1QC8G,AFZYPSPJI6GY6QMCPXZZAZYSP22A,1470591901000,1,True
1253909,3.0,works but is all hard plastic.,"It is all hard plastic. not very comfortable to hold. color in picture is brighter than actual case, harder to find.",[],B01FG1QDQM,B01FG1QDQM,AG2H353S7DP5XNT2ZMURU4GTB4MQ,1468592394000,0,True
1340641,5.0,Five Stars,Great product you guys should buy it absolutely love it,[],B00O5IVPYI,B00O5IVPYI,AEYZIAAS24UWS6TG3JZYWYP5G66A,1461217067000,0,True
1342345,4.0,"Fits well, and addss protection to my phone, looks could be improved...","I like this case it feels very well made (soft gel rubber) fit the phone great, the buttons and jacks are fully accessible, and as others have said the buttons are much easier to use (and less prone to be pushed by accident) so that was a huge plus. I got the clear case because I wanted to see my blue nylon, and it's completely opaque like the picture, and the clear part you can barely see the nylon so I'm not super happy with the looks. The grip on the side is excellent, I thought the nylon phone would provide a good grip but not even close to as good as this case provides, so hopefully less drops.. The lip around the edge of the phone is very small but as I wanted a thin case it's acceptable. I would like a clearer clear so I could see my nylon, and a bit bigger lip but so far this seems to be the best option, otherwise great case for the money. Provides just enough protection for my phone and looks ok",[],B00QPAQ09E,B00QPAQ09E,AHOFEF3CPVB4RUIG7VLIHSTT2ESA,1424449553000,9,True
1371135,5.0,Five Stars,It provided a good grip for better handling,[],B00O5IVPYI,B00O5IVPYI,AHDZESD46FNE53KS76XUHQAYM5TA,1470998743000,0,True
1394199,1.0,It’s a good product as long as it doesn’t come broken,"It sticks really well, when I put it on my iPhone after I received it in the mail. I noticed what I thought was a scratch at first, but it turned out to be a slight crack which eventually led to it breaking in half after a few days. I wish I could send it in and have it repaired or replaced.",[],B01KN61FYK,B01KN61FYK,AHCMC7R64HP7L7VSZKR2A5PJ3XOQ,1511519074297,2,True
1397607,5.0,real nice product at a great price,"Thanks, real nice product at a great price.",[],B01FG1QC8G,B01FG1QC8G,AEVXQQDDKHPGAWF4IKNU2D5RHTCQ,1499879013893,0,False
1398385,5.0,"Good, well-priced cell phone case!","Good shock-absorbing case for my Moto G4. Fits well and has a kick-stand on the back for watching videos, etc. Soft and harder rubber construction make it easy to hold and grip. On/off and sound keys work well too.",[],B01FG1QDQM,B01FG1QDQM,AEWAQ5FY3YE2777PTQRRLSSCM62Q,1483562398000,1,True
1404893,5.0,What a great case for $5.99,"What a great case! For $5.99, it's a steal. Makes me feel secure in case I drop my new expensive S7 edge. The kick stand is great too for watching on a table. This is the best phone ever so make sure you secure it. Would recommend to others.",[],B019LF8MIQ,B019LF8MIQ,AERNFSG2AHWSZ7ZHYLYZ356NJUSA,1458511142000,2,True
1412341,5.0,Great phone case - exceeded my expectations.,"Wow. I was impressed with this. Fits the phone great. I didn't have my expectations high as I have been let down by other cases that looked good, but fell short on being able to protect the phone. When it arrived I was very pleased that it offered as much protection as it does. Very rugged and sturdy.",[],B01FG1QDQM,B01FG1QDQM,AEBY5KHRC7M2EIQILGK7WNIGJUZQ,1472911218000,0,True
1413453,5.0,Good product,Excellent product. No frills just good protection. Worth the money.,[],B00KP46VA4,B00KP46VA4,AENIKYJVYYD6VXYMRKAFCG5YFCXQ,1428531538000,0,True
1429471,5.0,Five Stars,Great Quality. Exactly what my son wanted. Thanks,[],B00O5IVPYI,B00O5IVPYI,AHSBZVCXCWW2ESMGX6GAN6QAWZWQ,1425942958000,0,True
1443426,5.0,Five Stars,Great product,[],B019LF8MIQ,B019LF8MIQ,AEOOCX7FEXTAP3MRFZ4UAMUNKPAQ,1497648966096,0,True
1444562,4.0,Great fit for son's tablet,Great fit for son's tablet. Awesome color choices! A nice plus to get a stylus and screen protector for that price. Great deal! Kick stand is not great ..as other have commented..but would definitely buy again!!,[],B00O5IVPYI,B00O5IVPYI,AEGI4HN6TD2AWPTDFR4ATPDSCV5A,1427741514000,0,True
1458882,5.0,I love to grip my iphone when I run so I ...,"I love to grip my iphone when I run so I can see the screen, instead of having it fastened to my upper arm.. and this Phone Grip Love Handle does an awesome job. Not only does it hold very strongly, but it matched my silver Mophie case perfectly. Great deal! Recommended!",[],B01KN61FYK,B01KN61FYK,AHBSQ2Y6SLBLD45DFLDV44B4O6TQ,1483304880000,2,True
1462473,3.0,This has saved my phone more than a couple times ...,This has saved my phone more than a couple times but it pulls the IQ Shield off at the corners.,[],B019LF8MIQ,B019LF8MIQ,AGNSLEJLBETRGMB5SXAZATQUFWXQ,1474323131000,0,True
1464179,5.0,Five Stars,"Very good fit. Non-slip, which is what we need. Love the kick stand.",[],B01FG1QDQM,B01FG1QDQM,AG4OHPATCXQ5MFZPI4STOEGQCRPQ,1492725347000,0,True
1475987,5.0,It can survive teenage boys so it's a winner,My 18 year old is HARD on everything. He has broken everything. This is the longest he has not damaged a phone because of this case. If very durable,[],B01FG1QC8G,B01FG1QC8G,AHIMVFT3CCMOURJNO3GU2XV2THHQ,1475610741000,1,True
1494984,1.0,Real junk the clear lens screen is all scratched up,The screen came scratched up,[],B01MEF8AKM,B01MEF8AKM,AGYIO4K4LSJ3RIVKE7YD7EASPC7A,1529850140711,0,True
1518755,1.0,unhappy,"Very unhappy, doesn't even come close to fitting my Moto g4",[],B01FG1QC8G,B01FG1QC8G,AFVGTFCVSG6F57PULUZB6H2OBK4Q,1484263114000,0,True
1523770,5.0,iphone armor case,Fits my iphone perfectly. Design on back makes the phone feel secure in your hand. Nice kickstand on back sits the phone at a good angle for viewing.,[],B01M04VKFY,B01M04VKFY,AF5IB2MP3FDMCMDUNNBUAV6KUGMQ,1478898253000,0,False
1529900,4.0,Beautiful and Hardy Case,"I really love the look and feel of this protective case. The design is a bit bulky, but it's still smooth enough to fit in pockets, or anywhere else really. It's a big phone in general, so the size is certainly not the fault of the designers. This is a much hardier case, and the aesthetic design really is for the sake of providing the most protection possible. I didn't think I would ever use the kickstand, but I ended up using it all the time, and it's so convenient to have it there. I initially thought it might get in the way, but it doesn't at all. The only qualm I have with this case, is that it doesn't allow me to use the original moto G4 charger that came with the phone. The bulky input end of the cable can't get past the cases area around the charging input slot, so I have to pop the case off whenever I want to use that charger. Other chords with thin ends work fine, but to not be able to use the original chord is pretty annoying, and a tedious design flaw. I would otherwise very much recommend this case, and I would re-buy this 100% next time I need a case, which I can't imagine I ever will, since this case seems like it will last forever! After almost two months of use (and dropping it A LOT) it still looks brand new!",[],B01FG1QF88,B01FG1QF88,AEJ6SFJ7T3NTRCBUGU5WK5LK5UTQ,1473116502000,12,True
1552712,3.0,Three Stars,The stand was very hard to open and the tab broke off within a very short time.,[],B00NJ6MNJS,B00NJ6MNJS,AF3VKASGHOSZQ3L3HJRUU6DGFSNQ,1421947175000,0,True
1564005,5.0,Five Stars,Meets expectations,[],B01FG1QC8G,B01FG1QC8G,AHY6LHJII4SNHGCITMP5EXDKEKNQ,1489688680000,0,True
1583299,5.0,Works great!,As Advertised. Works great!,[],B01FG1QC8G,B01FG1QC8G,AHM4T2DR7TVOV7S3ZHS27QXFXDKA,1474730687000,0,True
1586295,5.0,Excellent,"Fits my Droid Turbo perfectly, and the phone is much easier to hold onto with this installed. My only (very minor) gripe is that the textured areas on the sides feel a bit & 34;coarse& 34; in the hand. I may smooth them down a bit with some sandpaper.",[],B00QPAQ09E,B00QPAQ09E,AGV3MJQTSUKGK2TRAVOIKYQPCVXA,1454335062000,0,True
1593152,4.0,Works well.,"Fits well, not bulky, looks alright. It does trap a little dirt underneath the corners and edges over time but I expected that. Just what I was looking for.",[],B00QPAQ09E,B00QPAQ09E,AGVZNOWXTMZ5V3ZPLIMDXLLKEMFQ,1436222547000,0,True
